"time","latitude","longitude","depth","mag","magType","nst","gap","dmin","rms","net","id","updated","place","type","horizontalError","depthError","magError","magNst","status","locationSource","magSource"
2020-10-02 13:16:26,-17.166,167.6109,9.64,5.1,"mb",NA,66,1.753,0.77,"us","us6000c4rx",2020-10-02 13:48:45,"97 km NW of Port-Vila, Vanuatu","earthquake",7.7,4.7,0.077,55,"reviewed","us","us"
2020-10-02 12:37:48,-62.3467,-58.1602,10,4.7,"mb",NA,93,1.182,0.72,"us","us6000c4re",2020-10-02 13:22:42,"South Shetland Islands","earthquake",7.6,1.9,0.13,18,"reviewed","us","us"
2020-10-02 11:29:08,-8.5056,-79.5818,35,4.5,"mb",NA,178,4.386,0.89,"us","us6000c4pu",2020-10-02 12:13:35,"70 km SW of Huanchaquito Alto, Peru","earthquake",11.5,2,0.079,47,"reviewed","us","us"
2020-10-02 10:44:30,-5.4189,152.4458,32.89,4.9,"mb",NA,106,1.251,0.58,"us","us6000c4ph",2020-10-02 11:19:41,"120 km S of Kokopo, Papua New Guinea","earthquake",10.6,6.5,0.074,58,"reviewed","us","us"
2020-10-02 10:17:33,-62.3735,-58.2326,10,5.8,"mww",NA,73,0.243,0.85,"us","us6000c4p5",2020-10-03 10:19:07,"South Shetland Islands","earthquake",6.9,1.9,0.078,16,"reviewed","us","us"
2020-10-02 09:24:00,-8.6911,-80.0784,35,4.6,"mb",NA,144,4.568,0.75,"us","us6000c4nw",2020-10-02 13:37:24,"122 km SW of Santiago de Cao, Peru","earthquake",10.4,2,0.049,124,"reviewed","us","us"
2020-10-02 09:18:24,-8.7758,-80.2213,35,4.8,"mb",NA,120,4.608,0.61,"us","us6000c4n9",2020-10-02 10:13:26,"140 km SW of Santiago de Cao, Peru","earthquake",3.9,1.9,0.036,243,"reviewed","us","us"
2020-10-02 09:07:02,-8.5101,-80.0958,35,4.8,"mb",NA,146,4.71,0.77,"us","us6000c4n8",2020-10-02 09:45:01,"112 km WSW of Santiago de Cao, Peru","earthquake",9.6,2,0.032,299,"reviewed","us","us"
2020-10-02 06:56:54,15.7808,119.9325,40.01,4.8,"mb",NA,118,1.831,0.62,"us","us6000c4m1",2020-10-04 18:34:00,"3 km NE of Santa Cruz, Philippines","earthquake",8,7.8,0.086,41,"reviewed","us","us"
2020-10-02 01:48:36,-11.8285,116.9674,10,4.8,"mb",NA,101,4.337,1.23,"us","us6000c4iw",2020-10-02 02:05:47,"South of Lombok, Indonesia","earthquake",8.8,1.9,0.127,21,"reviewed","us","us"
2020-10-02 01:40:11,10.762,126.2531,35,4.5,"mb",NA,133,3.728,0.72,"us","us6000c6p6",2020-10-08 23:41:44,"50 km ESE of Sulangan, Philippines","earthquake",15.2,2,0.163,11,"reviewed","us","us"
2020-10-01 23:13:03,-24.1565,-67.1574,194.74,4.9,"mb",NA,43,1.521,1.03,"us","us6000c4dw",2020-10-03 03:34:36,"85 km W of San Antonio de los Cobres, Argentina","earthquake",7.2,7.1,0.129,19,"reviewed","us","us"
2020-10-01 22:56:19,14.4852,-92.7304,35,4.6,"mb",NA,107,1.003,0.65,"us","us6000c4dl",2020-10-10 23:54:46,"42 km SW of Puerto Madero, Mexico","earthquake",8.4,2,0.032,292,"reviewed","us","us"
2020-10-01 22:04:04,-2.9415,145.4498,10,4.8,"mb",NA,43,2.112,0.92,"us","us6000c4cl",2020-10-10 21:56:12,"197 km NE of Angoram, Papua New Guinea","earthquake",7.7,1.9,0.076,54,"reviewed","us","us"
2020-10-01 22:02:50,-62.2734,-57.6053,10,4.5,"mb",NA,107,1.163,0.88,"us","us6000c6h9",2020-10-10 02:36:06,"South Shetland Islands","earthquake",4.7,1.9,0.14,15,"reviewed","us","us"
2020-10-01 21:50:47,-62.2392,-57.632,10,4.6,"mb",NA,104,1.199,1.16,"us","us6000c6h4",2020-10-10 02:37:18,"South Shetland Islands","earthquake",4.2,1.9,0.132,17,"reviewed","us","us"
2020-10-01 21:12:19,-49.8893,111.5144,10,4.6,"mb",NA,183,16.446,0.64,"us","us6000c6h2",2020-10-10 01:39:56,"southeast Indian Ridge","earthquake",7.5,2,0.158,12,"reviewed","us","us"
2020-10-01 21:07:29,-4.1999,70.0393,10,4.7,"mb",NA,55,3.993,0.58,"us","us6000c4av",2020-10-10 21:45:24,"Chagos Archipelago region","earthquake",9,1.9,0.07,61,"reviewed","us","us"
2020-10-01 19:06:50,-7.9609,123.032,209.35,4.5,"mb",NA,82,1.033,0.61,"us","us6000c45d",2020-10-06 17:24:09,"116 km NE of Maumere, Indonesia","earthquake",6.8,9,0.115,22,"reviewed","us","us"
2020-10-01 18:28:39,-2.4629,68.0854,10,4.6,"mb",NA,50,5.719,1.19,"us","us6000c44a",2020-10-07 15:38:20,"Carlsberg Ridge","earthquake",3.6,1.9,0.087,39,"reviewed","us","us"
2020-10-01 18:15:36,-6.3647,130.7412,104.47,5,"mb",NA,104,1.699,0.96,"us","us6000c43n",2020-10-02 21:07:29,"237 km WSW of Tual, Indonesia","earthquake",7.4,7,0.075,61,"reviewed","us","us"
2020-10-01 14:57:32,55.0008,164.5571,10,4.5,"mb",NA,127,4.008,0.8,"us","us6000c3xp",2020-10-02 14:20:12,"189 km SE of Ust’-Kamchatsk Staryy, Russia","earthquake",8.9,1.9,0.068,64,"reviewed","us","us"
2020-10-01 12:17:10,-21.0029,-178.7544,598.82,4.5,"mb",NA,133,4.425,0.83,"us","us6000c3v4",2020-10-01 14:25:17,"Fiji region","earthquake",12.8,7,0.037,216,"reviewed","us","us"
2020-10-01 11:46:30,-19.2458,-177.6626,508.23,4.5,"mb",NA,102,4.331,0.86,"us","us6000c3v5",2020-10-01 13:11:54,"Fiji region","earthquake",12.6,6.8,0.058,87,"reviewed","us","us"
2020-10-01 11:12:49,-25.4528,70.1098,10,4.8,"mb",NA,57,21.638,0.63,"us","us6000c6gr",2020-10-08 10:12:31,"Mid-Indian Ridge","earthquake",12.5,1.8,0.093,38,"reviewed","us","us"
2020-10-01 11:05:38,36.7633,26.781,151.86,5.1,"mb",NA,48,1.211,1.07,"us","us6000c3tv",2020-10-01 11:16:52,"16 km W of Kéfalos, Greece","earthquake",7,7.2,0.091,39,"reviewed","us","us"
2020-10-01 10:34:48,-6.0867,148.6576,109.22,6,"mww",NA,19,3.615,0.95,"us","us6000c3td",2020-10-05 16:55:45,"99 km W of Kandrian, Papua New Guinea","earthquake",6.7,6.5,0.055,32,"reviewed","us","us"
2020-10-01 10:25:08,51.7326,-174.9395,45.64,5.3,"mww",NA,70,0.656,1.19,"us","us6000c3t7",2020-10-11 10:35:12,"72 km SW of Atka, Alaska","earthquake",5.1,4.8,0.054,33,"reviewed","us","us"
2020-10-01 05:30:19,-22.489,-66.3672,255.27,4.5,"mb",NA,66,1.735,0.66,"us","us6000c3q5",2020-10-01 06:11:31,"73 km WNW of Abra Pampa, Argentina","earthquake",10.2,10.4,0.156,12,"reviewed","us","us"
2020-10-01 01:13:36,-19.5355,-174.0834,28,6.4,"mww",NA,20,3.951,0.61,"us","us6000c3kz",2020-10-03 01:35:16,"41 km NE of Pangai, Tonga","earthquake",8.2,1.9,0.053,34,"reviewed","us","us"
2020-10-01 00:31:27,33.056,-115.5898333,11.54,4.93,"mw",111,47,0.0189,0.31,"ci","ci39641528",2020-10-07 03:26:40,"4km NE of Westmorland, CA","earthquake",0.17,0.36,NA,7,"reviewed","ci","ci"
2020-10-01 00:24:40,12.5846,-88.2321,59.24,4.5,"mb",NA,166,1.187,1.05,"us","us6000c3hq",2020-10-01 02:02:45,"off the coast of Central America","earthquake",5.2,10,0.041,171,"reviewed","us","us"
2020-09-30 22:10:47,9.2272,126.704,10,5.1,"mww",NA,47,2.415,0.71,"us","us6000c3ec",2020-10-09 22:47:43,"55 km ENE of La Paz, Philippines","earthquake",7.7,1.8,0.071,19,"reviewed","us","us"
2020-09-30 22:02:31,42.8163,-1.5515,10,4.6,"mb",NA,54,2.079,0.7,"us","us6000c3e9",2020-10-09 04:51:52,"3 km ESE of Huarte-Uharte, Spain","earthquake",6,1.8,0.073,56,"reviewed","us","us"
2020-09-30 21:13:10,9.2094,126.7568,10,4.6,"mb",NA,116,2.424,0.55,"us","us6000c3dm",2020-10-09 03:04:01,"59 km ENE of La Paz, Philippines","earthquake",9,1.9,0.071,60,"reviewed","us","us"
2020-09-30 21:08:08,9.1581,126.6167,10,4.6,"mb",NA,126,2.315,0.65,"us","us6000c3e1",2020-10-09 02:47:23,"43 km ENE of La Paz, Philippines","earthquake",8.1,1.5,0.077,50,"reviewed","us","us"
2020-09-30 20:03:02,-17.0135,167.7461,10,4.6,"mb",NA,103,1.642,1,"us","us6000c65a",2020-10-06 16:30:27,"100 km NW of Port-Vila, Vanuatu","earthquake",9.1,1.9,0.182,9,"reviewed","us","us"
2020-09-30 19:35:23,-17.0258,167.7784,8.74,5.4,"mww",NA,81,1.664,0.87,"us","us6000c3bi",2020-10-02 21:51:46,"97 km NW of Port-Vila, Vanuatu","earthquake",7.6,3.5,0.059,28,"reviewed","us","us"
2020-09-30 16:58:42,-62.334,-58.4956,10,4.8,"mb",NA,98,0.124,1.07,"us","us6000c39r",2020-10-06 22:06:24,"South Shetland Islands","earthquake",6.9,1.8,0.144,15,"reviewed","us","us"
2020-09-30 13:58:44,38.7836,142.1435,42.07,4.8,"mb",NA,117,2.169,0.6,"us","us6000c356",2020-10-05 14:27:57,"48 km SE of Ofunato, Japan","earthquake",4.3,6.7,0.06,87,"reviewed","us","us"
2020-09-30 13:29:31,-19.4704,-69.3817,106,4.5,"mb",NA,54,0.264,0.39,"us","us6000c34x",2020-10-05 13:56:56,"115 km NE of Iquique, Chile","earthquake",4.3,4.6,0.156,12,"reviewed","us","us"
2020-09-30 05:23:12,-7.164,125.1462,484.63,4.6,"mb",NA,113,2.717,0.71,"us","us6000c30k",2020-09-30 05:40:47,"158 km N of Likisá, Timor Leste","earthquake",12.9,10.2,0.132,17,"reviewed","us","us"
2020-09-30 04:37:20,24.8653,122.0775,103.89,5,"mww",NA,34,0.537,1.14,"us","us6000c30f",2020-10-01 02:39:39,"34 km ENE of Yilan, Taiwan","earthquake",4.8,3.8,0.059,28,"reviewed","us","us"
2020-09-30 01:16:04,-9.4559,119.3575,10,4.5,"mb",NA,79,2.959,0.74,"us","us6000c2zc",2020-10-09 01:40:09,"96 km S of Komodo, Indonesia","earthquake",5.4,1.8,0.124,19,"reviewed","us","us"
2020-09-30 00:49:39,19.8926,122.6193,10,4.7,"mb",NA,105,3.102,1.14,"us","us6000c2z2",2020-10-06 22:03:40,"91 km SE of Basco, Philippines","earthquake",7.5,1.9,0.069,64,"reviewed","us","us"
2020-09-29 19:01:18,-15.1504,-174.0614,10,5.1,"mww",NA,66,2.528,0.64,"us","us6000c2tc",2020-09-30 16:57:00,"93 km NNW of Hihifo, Tonga","earthquake",9.4,1.8,0.093,11,"reviewed","us","us"
2020-09-29 17:55:43,-9.6271,119.0339,10,4.9,"mb",NA,57,3.313,0.98,"us","us6000c2rr",2020-09-29 18:23:08,"125 km SSW of Komodo, Indonesia","earthquake",2.4,1.8,0.078,56,"reviewed","us","us"
2020-09-29 15:45:37,-27.7293,65.6605,10,4.6,"mb",NA,162,8.209,0.54,"us","us6000c4u8",2020-10-05 14:19:35,"Indian Ocean Triple Junction","earthquake",6.9,2,0.223,8,"reviewed","us","us"
2020-09-29 14:31:24,-28.883,-112.267,10,4.6,"mb",NA,77,3.128,0.92,"us","us6000c4u4",2020-10-04 20:29:18,"Easter Island region","earthquake",13.4,1.9,0.094,34,"reviewed","us","us"
2020-09-29 14:24:31,-33.6998,-70.8277,85.25,4.5,"mb",NA,41,0.154,0.37,"us","us6000c2lq",2020-10-04 17:08:33,"8 km WNW of Buin, Chile","earthquake",4.9,4.5,0.15,13,"reviewed","us","us"
2020-09-29 12:11:39,-21.0339,117.1499,10,4.5,"mb",NA,97,2.413,0.85,"us","us6000c2il",2020-09-30 04:10:39,"39 km S of Wickham, Australia","earthquake",7.1,1.9,0.171,10,"reviewed","us","us"
2020-09-29 11:34:51,-62.4579,-58.4645,10,4.9,"mb",NA,86,1.158,0.92,"us","us6000c2id",2020-09-29 12:08:14,"South Shetland Islands","earthquake",3.2,1.9,0.132,18,"reviewed","us","us"
2020-09-29 08:34:56,-24.8812,-179.976,485.86,4.5,"mb",NA,72,4.714,1.06,"us","us6000c2gj",2020-09-29 08:58:27,"south of the Fiji Islands","earthquake",12.1,6.7,0.039,189,"reviewed","us","us"
2020-09-29 06:44:22,12.3422,-88.7585,35,4.5,"mb",NA,145,1.733,0.68,"us","us6000c2fy",2020-09-29 07:32:02,"106 km SSW of Puerto El Triunfo, El Salvador","earthquake",5.9,2,0.043,161,"reviewed","us","us"
2020-09-29 04:38:46,22.1344,144.3523,82.36,4.9,"mb",NA,114,6.99,0.66,"us","us6000c2ew",2020-09-30 04:48:59,"Volcano Islands, Japan region","earthquake",8.9,5.1,0.041,185,"reviewed","us","us"
2020-09-29 04:08:02,31.3924,51.0596,10,4.9,"mb",NA,59,3.351,0.73,"us","us6000c2ea",2020-09-29 23:43:45,"48 km W of Semirom, Iran","earthquake",6.6,1.9,0.059,89,"reviewed","us","us"
2020-09-29 03:10:48,78.9882,2.5225,10,4.7,"mb",NA,111,2.869,0.51,"us","us6000c2du",2020-09-29 23:58:25,"Greenland Sea","earthquake",9.7,1.9,0.057,93,"reviewed","us","us"
2020-09-29 01:14:17,22.4236,121.1368,14.59,4.9,"mwr",NA,117,0.395,0.58,"us","us6000c2d2",2020-09-29 21:35:21,"61 km NE of Hengchun, Taiwan","earthquake",5.3,3.8,0.062,25,"reviewed","us","us"
2020-09-29 01:03:53,13.4008,145.873,10,5.1,"mb",NA,81,0.995,0.74,"us","us6000c2cv",2020-10-11 01:14:08,"107 km E of Yigo Village, Guam","earthquake",3.1,1.9,0.052,118,"reviewed","us","us"
2020-09-29 00:17:35,-33.5826,-177.8995,10,5,"mww",NA,128,4.324,0.64,"us","us6000c2cm",2020-10-02 03:55:05,"south of the Kermadec Islands","earthquake",10,1.9,0.093,11,"reviewed","us","us"
2020-09-28 23:27:21,16.1614,-97.716,10,4.5,"mb",NA,176,1.614,0.78,"us","us6000c2ch",2020-09-29 14:36:46,"7 km NNW of San José del Progreso, Mexico","earthquake",9.1,1.9,0.03,329,"reviewed","us","us"
2020-09-28 22:59:45,5.1128,-76.7076,78.11,4.6,"mb",NA,55,2.392,1.17,"us","us6000c4r3",2020-10-04 23:19:58,"5 km SSW of Istmina, Colombia","earthquake",7.9,8.6,0.114,23,"reviewed","us","us"
2020-09-28 20:50:56,22.4308,121.1154,25.34,5.1,"mww",NA,104,0.386,0.69,"us","us6000c2ae",2020-09-29 20:00:56,"60 km NE of Hengchun, Taiwan","earthquake",6.2,5.1,0.089,12,"reviewed","us","us"
2020-09-28 16:49:16,-33.0043,-72.059,18.23,4.8,"mb",NA,151,0.354,0.6,"us","us6000c269",2020-10-04 15:40:45,"40 km W of Valparaíso, Chile","earthquake",3.9,3.3,0.139,20,"reviewed","us","us"
2020-09-28 16:26:55,0.0677,99.5396,96.01,4.7,"mb",NA,169,1.521,0.64,"us","us6000c266",2020-10-04 15:36:47,"99 km NW of Pariaman, Indonesia","earthquake",8.4,7,0.093,35,"reviewed","us","us"
2020-09-28 14:11:42,-17.1041,167.6064,10,4.7,"mb",NA,114,1.692,0.72,"us","us6000c4qs",2020-10-04 14:27:16,"102 km NW of Port-Vila, Vanuatu","earthquake",8.7,1.9,0.127,22,"reviewed","us","us"
2020-09-28 13:21:04,41.4017,-29.3524,10,4.9,"mb",NA,74,2.175,0.97,"us","us6000c251",2020-10-04 14:09:44,"263 km NE of Santa Cruz das Flores, Portugal","earthquake",5.9,1.8,0.052,120,"reviewed","us","us"
2020-09-28 13:04:03,41.6208,-29.5764,10,4.5,"mb",NA,72,2.561,0.5,"us","us6000c4qw",2020-10-04 13:42:25,"273 km NNE of Santa Cruz das Flores, Portugal","earthquake",11.9,1.9,0.131,18,"reviewed","us","us"
2020-09-28 12:30:33,41.6381,-29.4194,10,4.9,"mb",NA,59,13.113,0.84,"us","us6000c24s",2020-09-28 12:54:26,"282 km NNE of Santa Cruz das Flores, Portugal","earthquake",11.1,1.9,0.044,163,"reviewed","us","us"
2020-09-28 12:26:52,41.8508,-29.177,10,4.9,"mb",NA,91,13.106,0.78,"us","us6000c24x",2020-09-28 13:03:49,"Azores Islands region","earthquake",12.1,1.9,0.041,184,"reviewed","us","us"
2020-09-28 08:46:40,-60.4151,-28.6932,10,5.1,"mb",NA,62,7.449,0.57,"us","us6000c23q",2020-09-28 09:06:01,"South Sandwich Islands region","earthquake",8.9,1.9,0.066,78,"reviewed","us","us"
2020-09-28 05:12:39,33.2327,75.8286,41.97,4.6,"mb",NA,80,2.18,0.63,"us","us6000c222",2020-09-29 02:56:46,"10 km SSE of Kishtwar, India","earthquake",8.4,7.1,0.092,35,"reviewed","us","us"
2020-09-28 04:12:42,39.9989,24.3791,11.37,4.8,"mb",NA,34,1.549,0.84,"us","us6000c21i",2020-10-04 22:36:12,"30 km SSE of Karyes, Greece","earthquake",5.8,4.4,0.068,68,"reviewed","us","us"
2020-09-28 03:44:54,-11.429,118.0339,10,4.8,"mb",NA,44,4.823,0.85,"us","us6000c216",2020-10-04 22:24:47,"south of Sumbawa, Indonesia","earthquake",7.4,1.9,0.1,31,"reviewed","us","us"
2020-09-28 02:44:19,51.9697,-169.6317,10,5.2,"mww",NA,55,0.82,1.25,"us","us6000c20q",2020-10-10 02:54:23,"119 km SSW of Nikolski, Alaska","earthquake",5.7,1.8,0.052,35,"reviewed","us","us"
2020-09-28 00:53:40,-17.7507,167.2662,10,4.8,"mb",NA,118,2.291,0.84,"us","us6000c20g",2020-09-28 01:21:02,"111 km W of Port-Vila, Vanuatu","earthquake",7.6,1.9,0.102,30,"reviewed","us","us"
2020-09-27 19:54:51,36.3013,71.0519,105.55,4.9,"mb",NA,79,2.403,1.01,"us","us6000c1zd",2020-09-28 02:54:47,"60 km SW of Ashkasham, Afghanistan","earthquake",7.2,9.6,0.114,24,"reviewed","us","us"
2020-09-27 18:38:39,-22.1812,-179.6061,589.25,4.5,"mb",NA,80,4.932,0.99,"us","us6000c1yz",2020-09-27 19:47:26,"south of the Fiji Islands","earthquake",14.1,7.8,0.049,125,"reviewed","us","us"
2020-09-27 18:17:55,26.1929,66.2095,10,4.6,"mb",NA,167,8.672,0.92,"us","us6000c1ys",2020-09-27 18:41:52,"10 km WSW of Bela, Pakistan","earthquake",10.3,2,0.102,29,"reviewed","us","us"
2020-09-27 17:27:42,34.1494,78.1539,10,4.9,"mww",NA,106,4.093,1.31,"us","us6000c1yn",2020-09-28 02:22:42,"52 km E of Leh, India","earthquake",6.1,1.8,0.093,11,"reviewed","us","us"
2020-09-27 16:05:09,40.0168,24.3949,12.26,4.5,"mb",NA,47,1.529,0.4,"us","us6000c1yd",2020-10-01 18:53:11,"29 km SSE of Karyes, Greece","earthquake",6.3,2.3,0.156,14,"reviewed","us","us"
2020-09-27 14:55:53,49.4151,156.0806,53.59,4.5,"mb",NA,138,3.835,0.73,"us","us6000c40s",2020-10-01 18:49:05,"140 km S of Severo-Kuril’sk, Russia","earthquake",12.2,8.2,0.204,7,"reviewed","us","us"
2020-09-27 12:58:02,40.005,24.3967,10,4.7,"mb",NA,32,1.535,1.18,"us","us6000c1xq",2020-10-11 09:06:52,"30 km SSE of Karyes, Greece","earthquake",6.2,1.9,0.153,13,"reviewed","us","us"
2020-09-27 12:22:20,39.9992,24.4007,10,4.7,"mb",NA,50,1.536,0.56,"us","us6000c1xc",2020-10-11 09:04:58,"31 km SSE of Karyes, Greece","earthquake",6.2,1.9,0.114,23,"reviewed","us","us"
2020-09-27 10:51:10,51.9428,-169.675,22.61,4.5,"mb",NA,188,0.845,0.92,"us","us6000c1wn",2020-10-11 08:59:05,"123 km SSW of Nikolski, Alaska","earthquake",4.7,6.1,0.083,43,"reviewed","us","us"
2020-09-27 10:02:38,75.8127,7.1515,10,4.6,"mb",NA,75,3.158,0.94,"us","us6000c1wi",2020-10-10 13:19:45,"Greenland Sea","earthquake",8.6,1.9,0.137,16,"reviewed","us","us"
2020-09-27 09:40:55,14.1844,-90.8038,99.48,5.3,"mww",NA,124,1.314,0.86,"us","us6000c1w6",2020-10-10 13:16:35,"5 km ESE of Masagua, Guatemala","earthquake",7,4.8,0.04,61,"reviewed","us","us"
2020-09-27 07:23:20,13.9995,-93.003,44.73,4.5,"mb",NA,185,1.956,0.69,"us","us6000c1vb",2020-09-29 17:49:40,"101 km SW of Puerto Madero, Mexico","earthquake",9.7,5.1,0.037,216,"reviewed","us","us"
2020-09-27 06:38:20,24.636,125.1691,21.4,4.7,"mb",NA,91,1.972,0.59,"us","us6000c1v0",2020-09-27 07:07:40,"22 km SW of Hirara, Japan","earthquake",8.7,5.3,0.092,36,"reviewed","us","us"
2020-09-27 04:13:42,35.0721,137.7091,45.41,5.2,"mb",NA,87,0.553,1.05,"us","us6000c1tl",2020-10-03 09:39:31,"27 km NE of Shinshiro, Japan","earthquake",3.6,6.1,0.098,34,"reviewed","us","us"
2020-09-27 04:12:17,51.9341,-169.7665,13.77,5.6,"mww",NA,98,0.894,1.02,"us","us6000c1tj",2020-10-11 04:22:32,"127 km SSW of Nikolski, Alaska","earthquake",6.6,3.9,0.078,16,"reviewed","us","us"
2020-09-27 03:47:26,-39.1781,174.9069,35.79,4.7,"mb",NA,69,0.665,0.9,"us","us6000c1tg",2020-09-27 09:58:02,"59 km ENE of Eltham, New Zealand","earthquake",5.6,8.8,0.16,12,"reviewed","us","us"
2020-09-27 02:50:53,-10.9103,-74.6018,38.25,4.7,"mb",NA,97,2.443,0.86,"us","us6000c1te",2020-09-27 04:10:00,"30 km E of Santa Rosa, Peru","earthquake",6.5,9.7,0.1,30,"reviewed","us","us"
2020-09-27 00:35:24,-57.1978,-147.7196,10,5.5,"mww",NA,74,25.76,1.1,"us","us6000c403",2020-10-09 22:04:41,"Pacific-Antarctic Ridge","earthquake",15.3,1.8,0.086,13,"reviewed","us","us"
2020-09-27 00:06:09,64.5113,-17.5691,7.08,4.8,"mb",NA,67,1.635,0.57,"us","us6000c1st",2020-10-08 23:26:05,"117 km WNW of Höfn, Iceland","earthquake",6.8,4.2,0.061,84,"reviewed","us","us"
2020-09-26 23:53:56,-9.8904,160.8021,10,4.8,"mb",NA,96,0.954,0.55,"us","us6000c1sm",2020-10-08 22:50:00,"106 km ESE of Honiara, Solomon Islands","earthquake",8.3,1.9,0.09,38,"reviewed","us","us"
2020-09-26 22:58:41,54.4138,164.1174,10,4.5,"mb",NA,179,3.534,0.73,"us","us6000c3w7",2020-10-08 22:15:03,"227 km SSE of Ust’-Kamchatsk Staryy, Russia","earthquake",12,1.8,0.164,11,"reviewed","us","us"
2020-09-26 22:50:24,39.9885,24.3337,8.48,5.3,"mww",NA,16,1.584,0.59,"us","us6000c1rq",2020-10-08 22:06:52,"Aegean Sea","earthquake",5.8,3.4,0.052,36,"reviewed","us","us"
2020-09-26 18:39:18,40.0416,24.3685,10,4.5,"mb",NA,35,1.532,1.29,"us","us6000c1py",2020-09-26 23:18:57,"26 km SSE of Karyes, Greece","earthquake",6,1.9,0.108,28,"reviewed","us","us"
2020-09-26 17:10:22,-48.0314,31.7636,10,6.1,"mww",NA,18,13.751,0.63,"us","us6000c1np",2020-09-28 15:57:40,"south of Africa","earthquake",9.2,1.8,0.052,36,"reviewed","us","us"
2020-09-26 15:36:35,40.4922,141.2912,89.74,4.5,"mb",NA,145,0.343,1.01,"us","us6000c1mq",2020-09-26 16:30:09,"17 km W of Hachinohe, Japan","earthquake",9.3,6,0.124,19,"reviewed","us","us"
2020-09-26 09:35:09,7.7198,127.2977,10,4.5,"mb",NA,126,1.822,0.85,"us","us6000c3vs",2020-10-01 20:44:14,"82 km E of Kinablangan, Philippines","earthquake",7.1,1.7,0.135,16,"reviewed","us","us"
2020-09-26 08:37:59,-48.9837,30.961,10,4.5,"mb",NA,111,16.063,0.55,"us","us6000c3vr",2020-10-10 13:02:29,"south of Africa","earthquake",14,1.9,0.131,17,"reviewed","us","us"
2020-09-26 07:00:18,39.6452,54.5199,10,4.9,"mb",NA,46,7.536,0.84,"us","us6000c1jj",2020-10-10 06:31:31,"19 km NE of Balkanabat, Turkmenistan","earthquake",8.4,1.9,0.086,43,"reviewed","us","us"
2020-09-26 06:32:05,34.6789,74.3076,50.01,4.6,"mb",NA,82,1.339,0.88,"us","us6000c1ja",2020-10-09 12:25:59,"42 km NW of Bandipura, India","earthquake",6.2,7.9,0.092,35,"reviewed","us","us"
2020-09-26 06:23:48,23.8827,123.3046,27.06,4.6,"mb",NA,78,0.64,0.97,"us","us6000c1j8",2020-10-09 12:23:58,"71 km SSE of Yonakuni, Japan","earthquake",6.6,4.4,0.12,21,"reviewed","us","us"
2020-09-26 05:46:55,38.1981,56.051,10,5.2,"mww",NA,54,6.282,0.85,"us","us6000c1ix",2020-10-09 12:14:00,"88 km SSW of Serdar, Turkmenistan","earthquake",7.8,1.9,0.069,20,"reviewed","us","us"
2020-09-26 04:35:20,18.4569,145.9613,135.78,4.8,"mb",NA,136,3.202,0.47,"us","us6000c1i5",2020-09-26 04:58:56,"Pagan region, Northern Mariana Islands","earthquake",14.2,7.4,0.114,24,"reviewed","us","us"
2020-09-26 04:04:46,36.0154,69.708,108.52,4.5,"mb",NA,66,1.568,0.92,"us","us6000c1hq",2020-09-26 11:51:00,"52 km E of Nahrin, Afghanistan","earthquake",5.5,8.1,0.073,55,"reviewed","us","us"
2020-09-26 03:22:13,-18.7388,169.3857,241.98,4.7,"mb",NA,83,3.01,0.92,"us","us6000c1hi",2020-09-26 03:38:59,"89 km N of Isangel, Vanuatu","earthquake",10.2,8.3,0.041,180,"reviewed","us","us"
2020-09-26 02:47:14,66.5678,-17.9425,10,4.5,"mb",NA,59,2.303,1.14,"us","us6000c3ve",2020-10-01 22:16:57,"63 km NE of Siglufjörður, Iceland","earthquake",5.5,1.9,0.139,15,"reviewed","us","us"
2020-09-26 01:48:54,34.526,24.8786,10,4.5,"mb",NA,115,0.76,0.81,"us","us6000c3vb",2020-10-01 21:58:30,"58 km S of Moíres, Greece","earthquake",4.8,2,0.243,5,"reviewed","us","us"
2020-09-25 21:41:25,49.1731,158.4377,10,4.5,"mb",NA,113,3.857,0.8,"us","us6000c1fr",2020-10-02 04:06:33,"235 km SE of Severo-Kuril’sk, Russia","earthquake",5,1.9,0.084,42,"reviewed","us","us"
2020-09-25 21:23:37,2.5285,-31.2308,10,4.7,"mb",NA,80,9.521,0.65,"us","us6000c37c",2020-10-02 03:22:17,"central Mid-Atlantic Ridge","earthquake",6.2,1.9,0.104,28,"reviewed","us","us"
2020-09-25 20:40:25,-6.6079,129.8533,163.07,4.5,"mb",NA,98,1.98,0.93,"us","us6000c1e3",2020-09-25 21:46:01,"Banda Sea","earthquake",7.9,7.4,0.087,43,"reviewed","us","us"
2020-09-25 20:34:13,28.0608,105.1159,39.18,4.5,"mb",NA,43,4.419,0.83,"us","us6000c1e1",2020-09-25 21:34:55,"58 km SE of Xunchang, China","earthquake",6.7,6.5,0.081,49,"reviewed","us","us"
2020-09-25 20:24:23,-10.6145,117.4915,36.03,4.6,"mb",NA,58,3.922,0.94,"us","us6000c1ds",2020-09-25 20:58:34,"234 km S of Sumbawa Besar, Indonesia","earthquake",7.5,4.9,0.075,61,"reviewed","us","us"
2020-09-25 19:28:46,1.9633,127.3262,107.75,4.6,"mb",NA,101,1.184,0.98,"us","us6000c1cr",2020-09-25 20:34:26,"80 km WNW of Tobelo, Indonesia","earthquake",7.6,6.7,0.066,73,"reviewed","us","us"
